concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
confirm travel expense report;1669;27.03.17 08:01;27.03.17 08:05;Employee;HS5906;07.03.17;25.03.17;
decide on travel expense approval;1669;27.03.17 14:06;27.03.17 14:09;Manager;MA6233;07.03.17;25.03.17;
send original documents to archive;1669;03.04.17 06:59;03.04.17 07:37;Employee;HS5906;07.03.17;25.03.17;
calculate payments;1669;11.05.17 09:17;11.05.17 09:52;Accounting;WE5108;07.03.17;25.03.17;4050,08
pay expenses;1669;17.05.17 08:59;17.05.17 09:03;Accounting;WE5108;07.03.17;25.03.17;4050,08
file travel request;1670;16.01.17 05:59;16.01.17 06:33;Employee;TS5242;;;429,4
check if travel request needs preliminary price inquiry;1670;16.01.17 06:33;16.01.17 06:33;;;;;
decide on approval requirements;1670;16.01.17 06:33;16.01.17 06:34;;;;;
check if booking is necessary;1670;18.01.17 14:22;18.01.17 14:27;Travel Department;KS9688;;;
prepare booking proposal;1670;23.01.17 11:43;23.01.17 12:36;Travel Department;KS9688;;;
send booking proposal to employee;1670;26.01.17 15:45;26.01.17 15:46;Travel Department;KS9688;;;
check booking proposal;1670;26.01.17 20:01;26.01.17 20:05;Employee;TS5242;;;
check if travel request is still needed and up to date;1670;30.01.17 05:59;30.01.17 06:46;Employee;TS5242;;;
file travel request;1672;16.01.17 05:59;16.01.17 06:22;Employee;XE8781;03.03.17;04.03.17;121,81
check if travel request needs preliminary price inquiry;1672;16.01.17 06:22;16.01.17 06:23;;;03.03.17;04.03.17;
prepare booking proposal;1672;18.01.17 13:47;18.01.17 14:46;Travel Department;NV2279;03.03.17;04.03.17;
send booking proposal to employee;1672;23.01.17 12:02;23.01.17 12:03;Travel Department;NV2279;03.03.17;04.03.17;
check booking proposal;1672;23.01.17 16:00;23.01.17 16:04;Employee;XE8781;03.03.17;04.03.17;
transform price inquiry to travel request;1672;23.01.17 16:11;23.01.17 16:11;Employee;XE8781;03.03.17;04.03.17;
decide on approval requirements;1672;23.01.17 16:11;23.01.17 16:13;;;03.03.17;04.03.17;
check if booking is necessary;1672;27.01.17 07:59;27.01.17 08:02;Travel Department;NV2279;03.03.17;04.03.17;
check if expense documents exist;1672;13.03.17 05:59;13.03.17 06:53;Employee;XE8781;03.03.17;04.03.17;
upload travel expense documents;1672;13.03.17 06:53;13.03.17 07:07;Employee;XE8781;03.03.17;04.03.17;
file travel expense report;1672;13.03.17 07:07;13.03.17 07:17;Employee;XE8781;03.03.17;04.03.17;
confirm travel expense report;1672;13.03.17 07:17;13.03.17 07:21;Employee;XE8781;03.03.17;04.03.17;
decide on travel expense approval;1672;13.03.17 13:08;13.03.17 13:10;Manager;MA6233;03.03.17;04.03.17;
send original documents to archive;1672;29.03.17 18:17;29.03.17 19:30;Employee;XE8781;03.03.17;04.03.17;
calculate payments;1672;13.04.17 08:33;13.04.17 10:01;Accounting;FQ3758;03.03.17;04.03.17;81,76
pay expenses;1672;26.04.17 09:04;26.04.17 09:14;Accounting;FQ3758;03.03.17;04.03.17;81,76
file travel request;1673;16.01.17 05:59;16.01.17 06:13;Employee;MV9004;28.02.17;03.03.17;299
check if travel request needs preliminary price inquiry;1673;16.01.17 06:13;16.01.17 06:14;;;28.02.17;03.03.17;
prepare booking proposal;1673;18.01.17 12:32;18.01.17 12:58;Travel Department;KS9688;28.02.17;03.03.17;
send booking proposal to employee;1673;23.01.17 08:00;23.01.17 08:04;Travel Department;KS9688;28.02.17;03.03.17;
check booking proposal;1673;23.01.17 12:27;23.01.17 12:28;Employee;MV9004;28.02.17;03.03.17;
transform price inquiry to travel request;1673;23.01.17 12:34;23.01.17 12:34;Employee;MV9004;28.02.17;03.03.17;
decide on approval requirements;1673;23.01.17 12:34;23.01.17 12:35;;;28.02.17;03.03.17;
check if booking is necessary;1673;26.01.17 15:42;26.01.17 15:45;Travel Department;KS9688;28.02.17;03.03.17;
check if expense documents exist;1673;07.03.17 18:12;07.03.17 18:49;Employee;MV9004;28.02.17;03.03.17;
file travel expense report;1673;07.03.17 18:49;07.03.17 18:58;Employee;MV9004;28.02.17;03.03.17;
confirm travel expense report;1673;07.03.17 18:58;07.03.17 19:00;Employee;MV9004;28.02.17;03.03.17;
decide on travel expense approval;1673;08.03.17 12:59;08.03.17 13:02;Manager;TJ5159;28.02.17;03.03.17;
send original documents to archive;1673;20.03.17 19:29;20.03.17 20:05;Employee;MV9004;28.02.17;03.03.17;
calculate payments;1673;03.04.17 08:08;03.04.17 10:08;Accounting;GU1789;28.02.17;03.03.17;316,03
pay expenses;1673;17.04.17 08:59;17.04.17 09:09;Accounting;GU1789;28.02.17;03.03.17;316,03
file travel request;1679;16.01.17 05:59;16.01.17 06:05;Employee;DY1868;30.01.17;31.01.17;401,19
check if travel request needs preliminary price inquiry;1679;16.01.17 06:05;16.01.17 06:06;;;30.01.17;31.01.17;
prepare booking proposal;1679;18.01.17 11:10;18.01.17 13:05;Travel Department;AW2532;30.01.17;31.01.17;
send booking proposal to employee;1679;23.01.17 09:11;23.01.17 09:12;Travel Department;AW2532;30.01.17;31.01.17;
check booking proposal;1679;23.01.17 09:28;23.01.17 09:33;Employee;DY1868;30.01.17;31.01.17;
transform price inquiry to travel request;1679;23.01.17 09:40;23.01.17 09:40;Employee;DY1868;30.01.17;31.01.17;
decide on approval requirements;1679;23.01.17 09:40;23.01.17 09:42;;;30.01.17;31.01.17;
check if booking is necessary;1679;26.01.17 15:30;26.01.17 15:34;Travel Department;AW2532;30.01.17;31.01.17;
check if expense documents exist;1679;06.02.17 05:59;06.02.17 06:58;Employee;DY1868;30.01.17;31.01.17;
upload travel expense documents;1679;06.02.17 06:58;06.02.17 07:01;Employee;DY1868;30.01.17;31.01.17;
file travel expense report;1679;06.02.17 07:01;06.02.17 07:12;Employee;DY1868;30.01.17;31.01.17;
confirm travel expense report;1679;06.02.17 07:12;06.02.17 07:14;Employee;DY1868;30.01.17;31.01.17;
decide on travel expense approval;1679;06.02.17 13:10;06.02.17 13:13;Manager;CN787;30.01.17;31.01.17;
send original documents to archive;1679;09.02.17 07:11;09.02.17 07:50;Employee;DY1868;30.01.17;31.01.17;
calculate payments;1679;14.03.17 07:59;14.03.17 08:32;Accounting;VA7847;30.01.17;31.01.17;363,47
pay expenses;1679;27.03.17 09:01;27.03.17 10:13;Accounting;VA7847;30.01.17;31.01.17;363,47
file travel request;1682;16.01.17 05:59;16.01.17 06:15;Employee;TF7102;21.04.17;23.04.17;1325,87
check if travel request needs preliminary price inquiry;1682;16.01.17 06:15;16.01.17 06:17;;;21.04.17;23.04.17;
prepare booking proposal;1682;18.01.17 13:05;18.01.17 13:47;Travel Department;AW2532;21.04.17;23.04.17;
send booking proposal to employee;1682;23.01.17 10:36;23.01.17 10:40;Travel Department;AW2532;21.04.17;23.04.17;
check booking proposal;1682;23.01.17 15:50;23.01.17 15:52;Employee;TF7102;21.04.17;23.04.17;
check if price inquiry is still needed and up to date;1682;25.01.17 07:30;25.01.17 07:45;Employee;TF7102;21.04.17;23.04.17;
request update of the booking proposal;1682;25.01.17 07:45;25.01.17 07:45;Employee;TF7102;21.04.17;23.04.17;
prepare booking proposal;1682;27.01.17 12:49;27.01.17 13:54;Travel Department;AW2532;21.04.17;23.04.17;
send booking proposal to employee;1682;01.02.17 13:47;01.02.17 13:49;Travel Department;AW2532;21.04.17;23.04.17;
check booking proposal;1682;01.02.17 18:45;01.02.17 18:46;Employee;TF7102;21.04.17;23.04.17;
transform price inquiry to travel request;1682;01.02.17 18:58;01.02.17 18:58;Employee;TF7102;21.04.17;23.04.17;
decide on approval requirements;1682;01.02.17 18:58;01.02.17 19:00;;;21.04.17;23.04.17;
forward request to approver;1682;01.02.17 19:00;01.02.17 19:01;;;21.04.17;23.04.17;
decide on request;1682;02.02.17 12:59;02.02.17 13:00;Manager;HK6824;21.04.17;23.04.17;
check if booking is necessary;1682;07.02.17 08:04;07.02.17 08:06;Travel Department;AW2532;21.04.17;23.04.17;
prepare booking proposal;1682;10.02.17 12:58;10.02.17 14:22;Travel Department;AW2532;21.04.17;23.04.17;
send booking proposal to employee;1682;15.02.17 13:18;15.02.17 13:20;Travel Department;AW2532;21.04.17;23.04.17;
check booking proposal;1682;15.02.17 14:55;15.02.17 15:02;Employee;TF7102;21.04.17;23.04.17;
check if travel request is still needed and up to date;1682;20.02.17 20:41;20.02.17 20:57;Employee;TF7102;21.04.17;23.04.17;
request update of the booking proposal;1682;20.02.17 20:57;20.02.17 20:57;Employee;TF7102;21.04.17;23.04.17;
prepare booking proposal;1682;27.02.17 08:21;27.02.17 09:29;Travel Department;AW2532;21.04.17;23.04.17;
send booking proposal to employee;1682;02.03.17 13:03;02.03.17 13:07;Travel Department;AW2532;21.04.17;23.04.17;
check booking proposal;1682;02.03.17 13:18;02.03.17 13:21;Employee;TF7102;21.04.17;23.04.17;
check if travel request is still needed and up to date;1682;13.03.17 05:59;13.03.17 06:27;Employee;TF7102;21.04.17;23.04.17;
request update of the booking proposal;1682;13.03.17 06:27;13.03.17 06:27;Employee;TF7102;21.04.17;23.04.17;
prepare booking proposal;1682;17.03.17 14:06;17.03.17 16:18;Travel Department;AW2532;21.04.17;23.04.17;
send booking proposal to employee;1682;23.03.17 12:39;23.03.17 12:42;Travel Department;AW2532;21.04.17;23.04.17;
check booking proposal;1682;23.03.17 15:29;23.03.17 15:40;Employee;TF7102;21.04.17;23.04.17;
book travel;1682;30.03.17 07:59;30.03.17 11:23;Travel Department;AW2532;21.04.17;23.04.17;
check if expense documents exist;1682;24.04.17 06:59;24.04.17 07:38;Employee;TF7102;21.04.17;23.04.17;
upload travel expense documents;1682;24.04.17 07:38;24.04.17 07:52;Employee;TF7102;21.04.17;23.04.17;
file travel expense report;1682;24.04.17 07:52;24.04.17 08:08;Employee;TF7102;21.04.17;23.04.17;
confirm travel expense report;1682;24.04.17 08:08;24.04.17 08:09;Employee;TF7102;21.04.17;23.04.17;
decide on travel expense approval;1682;24.04.17 14:08;24.04.17 14:12;Manager;HK6824;21.04.17;23.04.17;
send original documents to archive;1682;10.05.17 21:40;10.05.17 21:51;Employee;TF7102;21.04.17;23.04.17;
calculate payments;1682;22.05.17 10:53;22.05.17 11:32;Accounting;JH2172;21.04.17;23.04.17;1322,99
pay expenses;1682;01.06.17 09:21;01.06.17 09:34;Accounting;JH2172;21.04.17;23.04.17;795,99
file travel request;1686;16.01.17 05:59;16.01.17 06:10;Employee;QE8049;15.03.17;17.03.17;210,04
check if travel request needs preliminary price inquiry;1686;16.01.17 06:10;16.01.17 06:10;;;15.03.17;17.03.17;
decide on approval requirements;1686;16.01.17 06:10;16.01.17 06:11;;;15.03.17;17.03.17;
check if booking is necessary;1686;18.01.17 12:19;18.01.17 12:26;Travel Department;AW2532;15.03.17;17.03.17;
check if expense documents exist;1686;20.03.17 05:59;20.03.17 06:33;Employee;QE8049;15.03.17;17.03.17;
upload travel expense documents;1686;20.03.17 06:33;20.03.17 06:41;Employee;QE8049;15.03.17;17.03.17;
file travel expense report;1686;20.03.17 06:41;20.03.17 06:47;Employee;QE8049;15.03.17;17.03.17;
confirm travel expense report;1686;20.03.17 06:47;20.03.17 06:51;Employee;QE8049;15.03.17;17.03.17;
decide on travel expense approval;1686;20.03.17 13:06;20.03.17 13:09;Manager;MV9004;15.03.17;17.03.17;
send original documents to archive;1686;27.03.17 15:55;27.03.17 17:14;Employee;QE8049;15.03.17;17.03.17;
calculate payments;1686;03.05.17 07:59;03.05.17 09:58;Accounting;CX8911;15.03.17;17.03.17;177,44
pay expenses;1686;23.05.17 10:23;23.05.17 10:28;Accounting;CX8911;15.03.17;17.03.17;177,44
file travel request;1704;16.01.17 05:59;16.01.17 06:02;Employee;EH1220;29.01.17;31.01.17;852,24
check if travel request needs preliminary price inquiry;1704;16.01.17 06:02;16.01.17 06:04;;;29.01.17;31.01.17;
decide on approval requirements;1704;16.01.17 06:04;16.01.17 06:04;;;29.01.17;31.01.17;
forward request to approver;1704;16.01.17 06:04;16.01.17 06:06;;;29.01.17;31.01.17;
decide on request;1704;16.01.17 12:59;16.01.17 13:06;Manager;MV9004;29.01.17;31.01.17;
check if booking is necessary;1704;19.01.17 08:09;19.01.17 08:17;Travel Department;NV2279;29.01.17;31.01.17;
check if expense documents exist;1704;03.02.17 05:59;03.02.17 06:11;Employee;EH1220;29.01.17;31.01.17;
upload travel expense documents;1704;03.02.17 06:11;03.02.17 06:19;Employee;EH1220;29.01.17;31.01.17;
file travel expense report;1704;03.02.17 06:19;03.02.17 06:38;Employee;EH1220;29.01.17;31.01.17;
confirm travel expense report;1704;03.02.17 06:38;03.02.17 06:41;Employee;EH1220;29.01.17;31.01.17;
decide on travel expense approval;1704;03.02.17 12:59;03.02.17 13:03;Manager;MV9004;29.01.17;31.01.17;
send original documents to archive;1704;07.02.17 05:59;07.02.17 06:10;Employee;EH1220;29.01.17;31.01.17;
calculate payments;1704;01.03.17 09:57;01.03.17 10:31;Accounting;FQ3758;29.01.17;31.01.17;821,52
pay expenses;1704;23.03.17 07:59;23.03.17 08:11;Accounting;FQ3758;29.01.17;31.01.17;821,52
file travel request;1707;16.01.17 06:24;16.01.17 06:47;Employee;WR9560;27.04.17;07.05.17;1595,69
check if travel request needs preliminary price inquiry;1707;16.01.17 06:47;16.01.17 06:48;;;27.04.17;07.05.17;
prepare booking proposal;1707;18.01.17 14:45;18.01.17 15:12;Travel Department;JV9257;27.04.17;07.05.17;
send booking proposal to employee;1707;23.01.17 12:36;23.01.17 12:39;Travel Department;JV9257;27.04.17;07.05.17;
check booking proposal;1707;23.01.17 16:03;23.01.17 16:11;Employee;WR9560;27.04.17;07.05.17;
check if price inquiry is still needed and up to date;1707;30.01.17 05:59;30.01.17 06:12;Employee;WR9560;27.04.17;07.05.17;
request update of the booking proposal;1707;30.01.17 06:12;30.01.17 06:12;Employee;WR9560;27.04.17;07.05.17;
prepare booking proposal;1707;02.02.17 10:15;02.02.17 10:47;Travel Department;JV9257;27.04.17;07.05.17;
send booking proposal to employee;1707;06.02.17 15:05;06.02.17 15:08;Travel Department;JV9257;27.04.17;07.05.17;
check booking proposal;1707;06.02.17 16:05;06.02.17 16:07;Employee;WR9560;27.04.17;07.05.17;
transform price inquiry to travel request;1707;06.02.17 16:15;06.02.17 16:15;Employee;WR9560;27.04.17;07.05.17;
decide on approval requirements;1707;06.02.17 16:15;06.02.17 16:16;;;27.04.17;07.05.17;
forward request to approver;1707;06.02.17 16:16;06.02.17 16:17;;;27.04.17;07.05.17;
decide on request;1707;07.02.17 12:59;07.02.17 13:03;Manager;MA6233;27.04.17;07.05.17;
check if booking is necessary;1707;13.02.17 09:26;13.02.17 09:30;Travel Department;JV9257;27.04.17;07.05.17;
check if expense documents exist;1707;15.05.17 19:09;15.05.17 19:13;Employee;WR9560;27.04.17;07.05.17;
file travel expense report;1707;15.05.17 19:13;15.05.17 19:23;Employee;WR9560;27.04.17;07.05.17;
confirm travel expense report;1707;15.05.17 19:23;15.05.17 19:24;Employee;WR9560;27.04.17;07.05.17;
decide on travel expense approval;1707;16.05.17 13:59;16.05.17 14:02;Manager;MA6233;27.04.17;07.05.17;
send request for travel expense correction;1707;16.05.17 14:02;16.05.17 14:04;;;27.04.17;07.05.17;
correct travel expense report;1707;22.05.17 06:59;22.05.17 07:06;Employee;WR9560;27.04.17;07.05.17;
decide on travel expense approval;1707;22.05.17 13:59;22.05.17 14:02;Manager;MA6233;27.04.17;07.05.17;
send original documents to archive;1707;09.06.17 22:54;09.06.17 23:02;Employee;WR9560;27.04.17;07.05.17;
calculate payments;1707;12.06.17 09:43;12.06.17 09:59;Accounting;FI12;27.04.17;07.05.17;1551,97
pay expenses;1707;29.06.17 08:59;29.06.17 09:05;Accounting;FI12;27.04.17;07.05.17;1551,97
file travel request;1709;16.01.17 09:22;16.01.17 09:38;Employee;UY1019;25.03.17;27.03.17;262
check if travel request needs preliminary price inquiry;1709;16.01.17 09:38;16.01.17 09:39;;;25.03.17;27.03.17;
prepare booking proposal;1709;18.01.17 15:03;18.01.17 16:40;Travel Department;JV9257;25.03.17;27.03.17;
send booking proposal to employee;1709;23.01.17 14:06;23.01.17 14:08;Travel Department;JV9257;25.03.17;27.03.17;
check booking proposal;1709;23.01.17 17:35;23.01.17 17:39;Employee;UY1019;25.03.17;27.03.17;
transform price inquiry to travel request;1709;23.01.17 17:45;23.01.17 17:45;Employee;UY1019;25.03.17;27.03.17;
decide on approval requirements;1709;23.01.17 17:45;23.01.17 17:46;;;25.03.17;27.03.17;
check if booking is necessary;1709;27.01.17 08:02;27.01.17 08:09;Travel Department;JV9257;25.03.17;27.03.17;
check if expense documents exist;1709;05.04.17 06:59;05.04.17 07:55;Employee;UY1019;25.03.17;27.03.17;
file travel expense report;1709;05.04.17 07:55;05.04.17 07:59;Employee;UY1019;25.03.17;27.03.17;
confirm travel expense report;1709;05.04.17 07:59;05.04.17 08:03;Employee;UY1019;25.03.17;27.03.17;
decide on travel expense approval;1709;05.04.17 13:59;05.04.17 14:04;Manager;CV4719;25.03.17;27.03.17;
send original documents to archive;1709;13.04.17 19:53;13.04.17 20:37;Employee;UY1019;25.03.17;27.03.17;
calculate payments;1709;24.04.17 10:25;24.04.17 10:36;Accounting;GU1789;25.03.17;27.03.17;208,53
pay expenses;1709;08.05.17 08:59;08.05.17 09:05;Accounting;GU1789;25.03.17;27.03.17;208,53
file travel request;1711;16.01.17 12:33;16.01.17 12:40;Employee;LP7572;02.02.17;04.02.17;418,58
check if travel request needs preliminary price inquiry;1711;16.01.17 12:40;16.01.17 12:40;;;02.02.17;04.02.17;
prepare booking proposal;1711;19.01.17 08:00;19.01.17 08:46;Travel Department;AW2532;02.02.17;04.02.17;
send booking proposal to employee;1711;24.01.17 11:31;24.01.17 11:32;Travel Department;AW2532;02.02.17;04.02.17;
check booking proposal;1711;24.01.17 13:26;24.01.17 13:34;Employee;LP7572;02.02.17;04.02.17;
transform price inquiry to travel request;1711;24.01.17 13:41;24.01.17 13:41;Employee;LP7572;02.02.17;04.02.17;
decide on approval requirements;1711;24.01.17 13:41;24.01.17 13:43;;;02.02.17;04.02.17;
check if booking is necessary;1711;27.01.17 10:40;27.01.17 10:44;Travel Department;AW2532;02.02.17;04.02.17;
check if expense documents exist;1711;10.02.17 05:59;10.02.17 06:03;Employee;LP7572;02.02.17;04.02.17;
file travel expense report;1711;10.02.17 06:03;10.02.17 06:15;Employee;LP7572;02.02.17;04.02.17;
confirm travel expense report;1711;10.02.17 06:15;10.02.17 06:16;Employee;LP7572;02.02.17;04.02.17;
decide on travel expense approval;1711;10.02.17 12:59;10.02.17 13:04;Manager;IH7395;02.02.17;04.02.17;
send original documents to archive;1711;24.02.17 21:04;24.02.17 21:21;Employee;LP7572;02.02.17;04.02.17;
calculate payments;1711;06.03.17 10:03;06.03.17 10:35;Accounting;GU1789;02.02.17;04.02.17;396,05
pay expenses;1711;20.03.17 08:30;20.03.17 08:34;Accounting;GU1789;02.02.17;04.02.17;396,05
file travel request;1717;11.03.17 21:26;11.03.17 21:46;Employee;HK6824;04.03.17;06.03.17;198,31
check if travel request needs preliminary price inquiry;1717;11.03.17 21:46;11.03.17 21:47;;;04.03.17;06.03.17;
decide on approval requirements;1717;11.03.17 21:47;11.03.17 21:48;;;04.03.17;06.03.17;
decide on request;1717;12.03.17 13:28;12.03.17 13:32;Manager;YS1169;04.03.17;06.03.17;
check if expense documents exist;1717;13.03.17 05:59;13.03.17 07:01;Employee;HK6824;04.03.17;06.03.17;
