stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
planning;send booking proposal to employee;2099;24.02.17 11:51;24.02.17 11:52;NO;NO;prepare booking proposal;send booking proposal to employee;3,98;5728;1;5729;3,98;15486;21215;14,73;Travel Department;NV2279;81,51;17.05.17;19.05.17;2;;;truly non-conforming
planning;check booking proposal;2099;24.02.17 13:06;24.02.17 13:12;NO;NO;send booking proposal to employee;check booking proposal;0,05;74;6;80;0,06;21215;21295;14,79;Employee;VB2884;81,45;17.05.17;19.05.17;2;;;truly non-conforming
planning;book travel;2099;01.03.17 12:07;01.03.17 14:21;NO;NO;check booking proposal;book travel;4,95;7135;134;7269;5,05;21295;28564;19,84;Travel Department;NV2279;76,4;17.05.17;19.05.17;2;;;truly non-conforming
reporting;check if expense documents exist;2099;24.05.17 14:33;24.05.17 15:40;NO;NO;book travel;check if expense documents exist;84,01;120972;67;121039;84,05;28564;149603;103,89;Employee;VB2884;;17.05.17;19.05.17;2;5,61;;truly non-conforming
reporting;file travel expense report;2099;24.05.17 15:40;24.05.17 15:43;NO;NO;check if expense documents exist;file travel expense report;0;0;3;3;0;149603;149606;103,89;Employee;VB2884;;17.05.17;19.05.17;2;5,65;;truly non-conforming
reporting;confirm travel expense report;2099;24.05.17 15:43;24.05.17 15:44;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;149606;149607;103,89;Employee;VB2884;;17.05.17;19.05.17;2;5,65;;truly non-conforming
reporting;decide on travel expense approval;2099;25.05.17 13:59;25.05.17 14:00;NO;NO;confirm travel expense report;decide on travel expense approval;0,93;1335;1;1336;0,93;149607;150943;104,82;Manager;IC4569;;17.05.17;19.05.17;2;6,58;;truly non-conforming
reporting;send original documents to archive;2099;12.06.17 06:59;12.06.17 07:06;NO;NO;decide on travel expense approval;send original documents to archive;17,71;25499;7;25506;17,71;150943;176449;122,53;Employee;VB2884;;17.05.17;19.05.17;2;24,29;;truly non-conforming
reporting;calculate payments;2099;28.06.17 11:50;28.06.17 12:02;NO;NO;send original documents to archive;calculate payments;16,2;23324;12;23336;16,21;176449;199785;138,74;Accounting;VA7847;;17.05.17;19.05.17;2;40,49;123,06;truly non-conforming
reporting;pay expenses;2099;17.07.17 16:38;17.07.17 16:48;NO;YES;calculate payments;pay expenses;19,19;27636;10;27646;19,2;199785;227431;157,94;Accounting;VA7847;;17.05.17;19.05.17;2;59,69;56,06;truly non-conforming
planning;file travel request;2105;10.02.17 05:59;10.02.17 06:05;YES;NO;pay expenses;file travel request;;;6;6;0;;6;0;Employee;UP3575;101,75;23.05.17;25.05.17;2;;188,71;truly non-conforming
planning;check if travel request needs preliminary price inquiry;2105;10.02.17 06:05;10.02.17 06:06;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;6;7;0;;;101,75;23.05.17;25.05.17;2;;;truly non-conforming
planning;prepare booking proposal;2105;15.02.17 08:13;15.02.17 08:52;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;5,09;7327;39;7366;5,12;7;7373;5,12;Travel Department;NV2279;96,63;23.05.17;25.05.17;2;;;truly non-conforming
planning;send booking proposal to employee;2105;20.02.17 11:52;20.02.17 11:56;NO;NO;prepare booking proposal;send booking proposal to employee;5,13;7380;4;7384;5,13;7373;14757;10,25;Travel Department;NV2279;91,5;23.05.17;25.05.17;2;;;truly non-conforming
planning;check booking proposal;2105;20.02.17 13:30;20.02.17 13:35;NO;NO;send booking proposal to employee;check booking proposal;0,07;94;5;99;0,07;14757;14856;10,32;Employee;UP3575;91,43;23.05.17;25.05.17;2;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;2105;27.02.17 19:03;27.02.17 19:11;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;7,23;10408;8;10416;7,23;14856;25272;17,55;Employee;UP3575;84,2;23.05.17;25.05.17;2;;;truly non-conforming
planning;request update of the booking proposal;2105;27.02.17 19:11;27.02.17 19:11;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;25272;25272;17,55;Employee;UP3575;84,2;23.05.17;25.05.17;2;;;truly non-conforming
planning;prepare booking proposal;2105;03.03.17 12:12;03.03.17 13:07;NO;NO;request update of the booking proposal;prepare booking proposal;3,71;5341;55;5396;3,75;25272;30668;21,3;Travel Department;NV2279;80,45;23.05.17;25.05.17;2;;;truly non-conforming
planning;send booking proposal to employee;2105;09.03.17 08:11;09.03.17 08:12;NO;NO;prepare booking proposal;send booking proposal to employee;5,79;8344;1;8345;5,8;30668;39013;27,09;Travel Department;NV2279;74,66;23.05.17;25.05.17;2;;;truly non-conforming
planning;check booking proposal;2105;09.03.17 08:51;09.03.17 08:58;NO;NO;send booking proposal to employee;check booking proposal;0,03;39;7;46;0,03;39013;39059;27,12;Employee;UP3575;74,63;23.05.17;25.05.17;2;;;truly non-conforming
planning;transform price inquiry to travel request;2105;09.03.17 09:04;09.03.17 09:04;NO;NO;check booking proposal;transform price inquiry to travel request;0;6;0;6;0;39059;39065;27,13;Employee;UP3575;74,62;23.05.17;25.05.17;2;;;truly non-conforming
planning;decide on approval requirements;2105;09.03.17 09:04;09.03.17 09:06;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;2;2;0;39065;39067;27,13;;;74,62;23.05.17;25.05.17;2;;;truly non-conforming
planning;check if booking is necessary;2105;15.03.17 09:50;15.03.17 09:51;NO;NO;decide on approval requirements;check if booking is necessary;6,03;8684;1;8685;6,03;39067;47752;33,16;Travel Department;NV2279;68,59;23.05.17;25.05.17;2;;;truly non-conforming
planning;prepare booking proposal;2105;21.03.17 14:22;21.03.17 14:58;NO;NO;check if booking is necessary;prepare booking proposal;6,19;8911;36;8947;6,21;47752;56699;39,37;Travel Department;NV2279;62,38;23.05.17;25.05.17;2;;;truly non-conforming
planning;send booking proposal to employee;2105;27.03.17 11:59;27.03.17 13:03;NO;NO;prepare booking proposal;send booking proposal to employee;5,88;8461;64;8525;5,92;56699;65224;45,29;Travel Department;NV2279;56,46;23.05.17;25.05.17;2;;;truly non-conforming
planning;check booking proposal;2105;27.03.17 18:08;27.03.17 18:13;NO;NO;send booking proposal to employee;check booking proposal;0,21;305;5;310;0,22;65224;65534;45,51;Employee;UP3575;56,24;23.05.17;25.05.17;2;;;truly non-conforming
planning;book travel;2105;03.04.17 08:59;03.04.17 10:34;NO;NO;check booking proposal;book travel;6,62;9526;95;9621;6,68;65534;75155;52,19;Travel Department;NV2279;49,56;23.05.17;25.05.17;2;;;truly non-conforming
reporting;check if expense documents exist;2105;29.05.17 06:59;29.05.17 07:53;NO;NO;book travel;check if expense documents exist;55,85;80425;54;80479;55,89;75155;155634;108,08;Employee;UP3575;;23.05.17;25.05.17;2;4,29;;truly non-conforming
reporting;upload travel expense documents;2105;29.05.17 07:53;29.05.17 08:01;NO;NO;check if expense documents exist;upload travel expense documents;0;0;8;8;0,01;155634;155642;108,08;Employee;UP3575;;23.05.17;25.05.17;2;4,33;;truly non-conforming
reporting;file travel expense report;2105;29.05.17 08:01;29.05.17 08:07;NO;NO;upload travel expense documents;file travel expense report;0;0;6;6;0;155642;155648;108,09;Employee;UP3575;;23.05.17;25.05.17;2;4,33;;truly non-conforming
reporting;confirm travel expense report;2105;29.05.17 08:07;29.05.17 08:08;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;155648;155649;108,09;Employee;UP3575;;23.05.17;25.05.17;2;4,34;;truly non-conforming
reporting;decide on travel expense approval;2105;29.05.17 14:06;29.05.17 14:09;NO;NO;confirm travel expense report;decide on travel expense approval;0,25;358;3;361;0,25;155649;156010;108,34;Manager;IC4569;;23.05.17;25.05.17;2;4,59;;truly non-conforming
reporting;send original documents to archive;2105;12.06.17 08:51;12.06.17 09:39;NO;NO;decide on travel expense approval;send original documents to archive;13,78;19842;48;19890;13,81;156010;175900;122,15;Employee;UP3575;;23.05.17;25.05.17;2;18,37;;truly non-conforming
reporting;calculate payments;2105;13.06.17 14:51;13.06.17 15:48;NO;NO;send original documents to archive;calculate payments;1,22;1752;57;1809;1,26;175900;177709;123,41;Accounting;GR7476;;23.05.17;25.05.17;2;19,62;177,54;truly non-conforming
reporting;pay expenses;2105;03.07.17 09:57;03.07.17 10:05;NO;YES;calculate payments;pay expenses;19,76;28449;8;28457;19,76;177709;206166;143,17;Accounting;GR7476;;23.05.17;25.05.17;2;39,41;30,54;truly non-conforming
planning;file travel request;2106;10.02.17 05:59;10.02.17 06:04;YES;NO;pay expenses;file travel request;;;5;5;0;;5;0;Employee;MA9069;62,75;14.04.17;16.04.17;2;;181,25;truly non-conforming
planning;check if travel request needs preliminary price inquiry;2106;10.02.17 06:04;10.02.17 06:06;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;2;2;0;5;7;0;;;62,75;14.04.17;16.04.17;2;;;truly non-conforming
planning;decide on approval requirements;2106;10.02.17 06:06;10.02.17 06:07;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;7;8;0,01;;;62,75;14.04.17;16.04.17;2;;;truly non-conforming
planning;check if booking is necessary;2106;15.02.17 08:46;15.02.17 08:55;NO;NO;decide on approval requirements;check if booking is necessary;5,11;7359;9;7368;5,12;8;7376;5,12;Travel Department;WG5857;57,63;14.04.17;16.04.17;2;;;truly non-conforming
planning;prepare booking proposal;2106;20.02.17 11:56;20.02.17 12:30;NO;NO;check if booking is necessary;prepare booking proposal;5,13;7381;34;7415;5,15;7376;14791;10,27;Travel Department;WG5857;52,48;14.04.17;16.04.17;2;;;truly non-conforming
planning;send booking proposal to employee;2106;24.02.17 11:56;24.02.17 12:01;NO;NO;prepare booking proposal;send booking proposal to employee;3,98;5726;5;5731;3,98;14791;20522;14,25;Travel Department;WG5857;48,5;14.04.17;16.04.17;2;;;truly non-conforming
planning;check booking proposal;2106;24.02.17 14:40;24.02.17 14:44;NO;NO;send booking proposal to employee;check booking proposal;0,11;159;4;163;0,11;20522;20685;14,36;Employee;MA9069;48,39;14.04.17;16.04.17;2;;;truly non-conforming
planning;book travel;2106;01.03.17 13:08;01.03.17 14:18;NO;NO;check booking proposal;book travel;4,93;7104;70;7174;4,98;20685;27859;19,35;Travel Department;WG5857;43,4;14.04.17;16.04.17;2;;;truly non-conforming
planning;decide on request;2106;01.03.17 13:10;01.03.17 13:17;NO;NO;book travel;decide on request;-0,05;-68;7;-61;-0,04;27859;27798;19,3;Manager;AK7488;43,45;14.04.17;16.04.17;2;;;truly non-conforming
reporting;check if expense documents exist;2106;21.04.17 14:22;21.04.17 14:46;NO;NO;decide on request;check if expense documents exist;51,05;73505;24;73529;51,06;27798;101327;70,37;Employee;MA9069;;14.04.17;16.04.17;2;5,6;;truly non-conforming
reporting;upload travel expense documents;2106;21.04.17 14:46;21.04.17 15:03;NO;NO;check if expense documents exist;upload travel expense documents;0;0;17;17;0,01;101327;101344;70,38;Employee;MA9069;;14.04.17;16.04.17;2;5,62;;truly non-conforming
reporting;file travel expense report;2106;21.04.17 15:03;21.04.17 15:10;NO;NO;upload travel expense documents;file travel expense report;0;0;7;7;0;101344;101351;70,38;Employee;MA9069;;14.04.17;16.04.17;2;5,63;;truly non-conforming
reporting;confirm travel expense report;2106;21.04.17 15:10;21.04.17 15:11;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;101351;101352;70,38;Employee;MA9069;;14.04.17;16.04.17;2;5,63;;truly non-conforming
reporting;decide on travel expense approval;2106;24.04.17 13:59;24.04.17 14:01;NO;NO;confirm travel expense report;decide on travel expense approval;2,95;4248;2;4250;2,95;101352;105602;73,33;Manager;TF7102;;14.04.17;16.04.17;2;8,58;;truly non-conforming
reporting;send original documents to archive;2106;15.05.17 06:59;15.05.17 07:42;NO;NO;decide on travel expense approval;send original documents to archive;20,71;29818;43;29861;20,74;105602;135463;94,07;Employee;MA9069;;14.04.17;16.04.17;2;29,29;;truly non-conforming
reporting;calculate payments;2106;29.05.17 10:20;29.05.17 10:48;NO;NO;send original documents to archive;calculate payments;14,11;20318;28;20346;14,13;135463;155809;108,2;Accounting;GR7476;;14.04.17;16.04.17;2;43,43;158,25;truly non-conforming
reporting;pay expenses;2106;31.05.17 08:59;31.05.17 09:07;NO;YES;calculate payments;pay expenses;1,92;2771;8;2779;1,93;155809;158588;110,13;Accounting;GR7476;;14.04.17;16.04.17;2;45,37;93,25;truly non-conforming
planning;file travel request;2113;10.02.17 15:21;10.02.17 15:38;YES;NO;pay expenses;file travel request;;;17;17;0,01;;17;0,01;Employee;QE8049;37,35;20.03.17;29.03.17;9;;4171;truly non-conforming
planning;check if travel request needs preliminary price inquiry;2113;10.02.17 15:38;10.02.17 15:39;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;17;18;0,01;;;37,35;20.03.17;29.03.17;9;;;truly non-conforming
planning;decide on approval requirements;2113;10.02.17 15:39;10.02.17 15:39;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;0;0;0;18;18;0,01;;;37,35;20.03.17;29.03.17;9;;;truly non-conforming
planning;forward request to approver;2113;10.02.17 15:39;10.02.17 15:40;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;18;19;0,01;;;37,35;20.03.17;29.03.17;9;;;truly non-conforming
planning;decide on request;2113;13.02.17 12:59;13.02.17 13:02;NO;NO;forward request to approver;decide on request;2,89;4159;3;4162;2,89;19;4181;2,9;Manager;MV9004;34,46;20.03.17;29.03.17;9;;;truly non-conforming
planning;check if booking is necessary;2113;17.02.17 08:03;17.02.17 08:04;NO;NO;decide on request;check if booking is necessary;3,79;5461;1;5462;3,79;4181;9643;6,7;Travel Department;WG5857;30,66;20.03.17;29.03.17;9;;;truly non-conforming
reporting;check if expense documents exist;2113;03.04.17 22:37;03.04.17 23:17;NO;NO;check if booking is necessary;check if expense documents exist;45,61;65673;40;65713;45,63;9643;75356;52,33;Employee;QE8049;;20.03.17;29.03.17;9;5,94;;truly non-conforming
reporting;upload travel expense documents;2113;04.04.17 06:59;04.04.17 07:04;NO;NO;check if expense documents exist;upload travel expense documents;0,32;462;5;467;0,32;75356;75823;52,65;Employee;QE8049;;20.03.17;29.03.17;9;6,29;;truly non-conforming
reporting;file travel expense report;2113;04.04.17 07:04;04.04.17 07:12;NO;NO;upload travel expense documents;file travel expense report;0;0;8;8;0,01;75823;75831;52,66;Employee;QE8049;;20.03.17;29.03.17;9;6,29;;truly non-conforming
reporting;confirm travel expense report;2113;04.04.17 07:12;04.04.17 07:16;NO;NO;file travel expense report;confirm travel expense report;0;0;4;4;0;75831;75835;52,66;Employee;QE8049;;20.03.17;29.03.17;9;6,3;;truly non-conforming
reporting;decide on travel expense approval;2113;04.04.17 13:59;04.04.17 14:04;NO;NO;confirm travel expense report;decide on travel expense approval;0,28;403;5;408;0,28;75835;76243;52,95;Manager;MV9004;;20.03.17;29.03.17;9;6,58;;truly non-conforming
reporting;send request for travel expense correction;2113;04.04.17 14:04;04.04.17 14:05;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;76243;76244;52,95;;;;20.03.17;29.03.17;9;6,59;;truly non-conforming
reporting;correct travel expense report;2113;10.04.17 06:59;10.04.17 08:16;NO;NO;send request for travel expense correction;correct travel expense report;5,7;8214;77;8291;5,76;76244;84535;58,7;Employee;QE8049;;20.03.17;29.03.17;9;12,29;;truly non-conforming
reporting;decide on travel expense approval;2113;10.04.17 14:10;10.04.17 14:13;NO;NO;correct travel expense report;decide on travel expense approval;0,25;354;3;357;0,25;84535;84892;58,95;Manager;MV9004;;20.03.17;29.03.17;9;12,59;;truly non-conforming
reporting;send original documents to archive;2113;21.04.17 19:19;21.04.17 19:23;NO;NO;decide on travel expense approval;send original documents to archive;11,21;16146;4;16150;11,22;84892;101042;70,17;Employee;QE8049;;20.03.17;29.03.17;9;23,8;;truly non-conforming
reporting;calculate payments;2113;08.05.17 10:02;08.05.17 10:52;NO;NO;send original documents to archive;calculate payments;16,61;23919;50;23969;16,65;101042;125011;86,81;Accounting;WO40;;20.03.17;29.03.17;9;40,42;4196,6;truly non-conforming
reporting;pay expenses;2113;15.05.17 09:15;15.05.17 09:27;NO;YES;calculate payments;pay expenses;6,93;9983;12;9995;6,94;125011;135006;93,75;Accounting;WO40;;20.03.17;29.03.17;9;47,39;4196,6;truly non-conforming
planning;file travel request;2115;10.02.17 18:16;10.02.17 18:20;YES;NO;pay expenses;file travel request;;;4;4;0;;4;0;Employee;PR6751;78,24;30.04.17;02.05.17;2;;210,87;truly non-conforming
planning;check if travel request needs preliminary price inquiry;2115;10.02.17 18:20;10.02.17 18:21;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;4;5;0;;;78,24;30.04.17;02.05.17;2;;;truly non-conforming
